location,time,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max,cloudcover_mean,shortwave_radiation_sum,city
Bengaluru,2022-10-05,27.2,18.9,1.2,17.9,100,19.97,Bengaluru
Bengaluru,2022-10-06,25.6,19.0,5.5,16.8,100,13.97,Bengaluru
Bengaluru,2022-10-07,26.7,17.6,1.1,14.5,86,19.45,Bengaluru
Bengaluru,2022-10-08,26.9,16.4,0.1,11.3,86,20.22,Bengaluru
Bengaluru,2022-10-09,26.0,18.7,15.9,13.8,100,12.87,Bengaluru
Bengaluru,2022-10-10,26.7,19.2,9.7,9.4,100,15.22,Bengaluru
Bengaluru,2022-10-11,25.8,19.6,6.5,13.9,87,16.28,Bengaluru
Bengaluru,2022-10-12,26.0,18.7,23.6,10.8,97,14.88,Bengaluru
Bengaluru,2022-10-13,26.3,18.6,21.9,9.8,92,17.39,Bengaluru
Bengaluru,2022-10-14,26.4,18.9,8.2,10.3,98,16.13,Bengaluru
Bengaluru,2022-10-15,27.3,18.7,7.8,13.8,95,20.0,Bengaluru
Bengaluru,2022-10-16,26.5,18.8,17.1,13.8,92,16.39,Bengaluru
Bengaluru,2022-10-17,27.2,19.4,2.7,16.2,56,19.63,Bengaluru
Bengaluru,2022-10-18,26.3,18.9,2.9,9.7,96,15.26,Bengaluru
Bengaluru,2022-10-19,27.1,18.1,6.5,7.2,90,18.15,Bengaluru
Bengaluru,2022-10-20,26.8,18.1,10.7,15.3,82,19.35,Bengaluru
Bengaluru,2022-10-21,27.0,18.0,2.7,18.9,80,18.58,Bengaluru
Bengaluru,2022-10-22,26.7,17.4,0.0,16.8,88,23.13,Bengaluru
Bengaluru,2022-10-23,25.6,16.0,0.0,13.6,37,24.1,Bengaluru
Bengaluru,2022-10-24,24.9,14.8,0.0,15.7,25,24.6,Bengaluru
Bengaluru,2022-10-25,25.0,13.7,0.0,10.7,10,24.76,Bengaluru
Bengaluru,2022-10-26,25.5,14.5,0.0,10.3,9,23.95,Bengaluru
Bengaluru,2022-10-27,27.0,15.3,0.0,12.4,28,23.22,Bengaluru
Bengaluru,2022-10-28,25.8,17.1,0.3,15.5,33,17.23,Bengaluru
Bengaluru,2022-10-29,25.9,18.0,1.0,19.0,94,18.15,Bengaluru
Bengaluru,2022-10-30,25.8,18.3,1.5,17.6,85,16.11,Bengaluru
Bengaluru,2022-10-31,26.3,17.6,0.0,16.5,62,21.21,Bengaluru
Bengaluru,2022-11-01,24.5,17.0,14.0,16.4,95,12.15,Bengaluru
Bengaluru,2022-11-02,23.6,17.4,9.9,19.4,95,9.09,Bengaluru
Bengaluru,2022-11-03,25.1,18.5,0.3,19.1,81,17.64,Bengaluru
Bengaluru,2022-11-04,26.6,18.8,1.3,20.0,76,19.35,Bengaluru
Bengaluru,2022-11-05,26.8,18.9,0.5,18.7,52,20.11,Bengaluru
Bengaluru,2022-11-06,26.1,17.7,0.4,18.5,70,18.53,Bengaluru
Bengaluru,2022-11-07,26.2,17.1,0.0,15.2,59,22.54,Bengaluru
Bengaluru,2022-11-08,27.0,17.0,0.0,15.9,65,20.86,Bengaluru
Bengaluru,2022-11-09,26.8,16.2,0.0,13.9,40,22.89,Bengaluru
Bengaluru,2022-11-10,27.1,16.5,0.3,17.7,40,20.81,Bengaluru
Bengaluru,2022-11-11,21.8,17.9,20.5,23.9,99,6.09,Bengaluru
Bengaluru,2022-11-12,23.0,18.5,3.0,26.8,100,8.97,Bengaluru
Bengaluru,2022-11-13,24.4,18.6,2.0,23.6,100,11.13,Bengaluru
Bengaluru,2022-11-14,26.5,18.3,1.5,16.3,71,18.12,Bengaluru
Bengaluru,2022-11-15,25.8,18.2,1.5,12.6,67,18.14,Bengaluru
Bengaluru,2022-11-16,26.7,17.9,0.0,11.2,44,20.87,Bengaluru
Bengaluru,2022-11-17,25.8,14.7,0.0,13.0,46,22.78,Bengaluru
Bengaluru,2022-11-18,25.7,13.3,0.0,14.3,86,21.97,Bengaluru
Bengaluru,2022-11-19,25.3,13.0,0.0,16.8,79,22.69,Bengaluru
Bengaluru,2022-11-20,24.6,12.9,0.0,13.4,95,18.98,Bengaluru
Bengaluru,2022-11-21,24.9,13.7,0.1,13.8,95,17.16,Bengaluru
Bengaluru,2022-11-22,24.6,16.6,1.8,15.6,94,10.3,Bengaluru
Bengaluru,2022-11-23,24.0,18.3,8.3,8.3,99,8.55,Bengaluru
Bengaluru,2022-11-24,26.3,19.1,3.7,16.4,95,9.97,Bengaluru
Bengaluru,2022-11-25,26.6,18.1,0.4,15.3,79,17.04,Bengaluru
Bengaluru,2022-11-26,27.2,17.9,0.0,11.5,69,18.99,Bengaluru
Bengaluru,2022-11-27,26.7,18.5,0.8,11.5,56,17.36,Bengaluru
Bengaluru,2022-11-28,27.2,18.7,0.9,9.1,64,18.58,Bengaluru
Bengaluru,2022-11-29,27.2,18.1,0.1,12.6,53,19.66,Bengaluru
Bengaluru,2022-11-30,26.0,15.7,0.0,12.3,27,21.24,Bengaluru
Bengaluru,2022-12-01,26.3,16.5,0.7,17.7,68,13.54,Bengaluru
Bengaluru,2022-12-02,26.8,18.9,0.0,14.2,73,17.5,Bengaluru
Bengaluru,2022-12-03,27.2,18.3,0.3,17.7,89,18.22,Bengaluru
Bengaluru,2022-12-04,27.6,19.1,0.0,17.2,81,19.35,Bengaluru
Bengaluru,2022-12-05,27.1,17.0,0.0,20.8,79,16.64,Bengaluru
Bengaluru,2022-12-06,27.0,17.8,0.0,14.4,89,19.68,Bengaluru
Bengaluru,2022-12-07,27.0,16.4,0.0,16.5,100,17.38,Bengaluru
Bengaluru,2022-12-08,25.6,15.9,0.2,18.4,100,15.21,Bengaluru
Bengaluru,2022-12-09,20.4,15.7,3.4,21.6,100,6.85,Bengaluru
Bengaluru,2022-12-10,18.4,16.5,32.5,25.8,100,2.61,Bengaluru
Bengaluru,2022-12-11,21.8,17.8,4.5,14.8,99,6.82,Bengaluru
Bengaluru,2022-12-12,23.8,18.3,4.0,17.8,100,13.37,Bengaluru
Bengaluru,2022-12-13,24.5,18.8,7.0,20.3,86,15.58,Bengaluru
Bengaluru,2022-12-14,25.0,17.7,0.1,21.3,74,17.15,Bengaluru
Bengaluru,2022-12-15,25.6,15.7,0.0,14.8,29,21.21,Bengaluru
Bengaluru,2022-12-16,25.9,15.1,0.0,16.6,21,21.0,Bengaluru
Bengaluru,2022-12-17,26.1,15.2,0.0,18.8,60,20.26,Bengaluru
Bengaluru,2022-12-18,25.9,16.5,0.0,21.0,79,17.33,Bengaluru
Bengaluru,2022-12-19,24.6,16.5,0.1,17.1,81,20.78,Bengaluru
Bengaluru,2022-12-20,26.3,14.8,0.0,16.4,46,20.8,Bengaluru
Bengaluru,2022-12-21,25.7,14.8,0.0,16.2,74,20.88,Bengaluru
Bengaluru,2022-12-22,25.7,14.2,0.0,19.2,69,21.27,Bengaluru
Bengaluru,2022-12-23,26.3,13.2,0.0,14.5,23,21.35,Bengaluru
Bengaluru,2022-12-24,26.6,12.8,0.0,15.3,55,21.16,Bengaluru
Bengaluru,2022-12-25,25.4,16.0,1.5,21.2,97,11.97,Bengaluru
Bengaluru,2022-12-26,26.3,19.0,0.8,19.6,73,14.87,Bengaluru
Bengaluru,2022-12-27,26.6,18.7,1.4,19.7,67,14.81,Bengaluru
Bengaluru,2022-12-28,26.9,18.4,0.0,14.2,47,17.84,Bengaluru
Bengaluru,2022-12-29,27.3,16.5,0.0,14.1,32,20.49,Bengaluru
Bengaluru,2022-12-30,27.1,15.7,0.0,13.9,24,21.19,Bengaluru
Bengaluru,2022-12-31,27.1,14.7,0.0,10.4,8,21.41,Bengaluru
Bengaluru,2023-01-01,27.4,14.8,0.0,16.0,36,21.1,Bengaluru
Bengaluru,2023-01-02,26.6,15.4,0.0,16.2,11,21.23,Bengaluru
Bengaluru,2023-01-03,26.4,14.8,0.0,14.1,22,20.4,Bengaluru
Bengaluru,2023-01-04,26.3,15.9,0.0,17.0,46,21.13,Bengaluru
Bengaluru,2023-01-05,25.0,15.7,0.1,20.4,53,14.5,Bengaluru
Bengaluru,2023-01-06,26.7,14.9,0.0,22.9,55,19.58,Bengaluru
Bengaluru,2023-01-07,26.5,15.2,0.0,18.1,41,17.93,Bengaluru
Bengaluru,2023-01-08,26.6,15.7,0.0,15.0,20,19.95,Bengaluru
Bengaluru,2023-01-09,26.0,14.4,0.0,14.4,14,22.26,Bengaluru
Bengaluru,2023-01-10,26.5,12.6,0.0,17.1,25,22.44,Bengaluru
Bengaluru,2023-01-11,27.1,11.8,0.0,14.7,8,22.47,Bengaluru
Bengaluru,2023-01-12,28.1,12.7,0.0,13.5,55,22.55,Bengaluru
Bengaluru,2023-01-13,28.3,12.2,0.0,14.1,94,22.11,Bengaluru
Bengaluru,2023-01-14,28.9,13.3,0.0,13.9,74,22.49,Bengaluru
Bengaluru,2023-01-15,28.3,11.9,0.0,14.2,38,22.83,Bengaluru
Bengaluru,2023-01-16,28.9,12.4,0.0,17.0,40,22.4,Bengaluru
Bengaluru,2023-01-17,28.5,14.0,0.0,16.0,20,22.54,Bengaluru
Bengaluru,2023-01-18,27.4,13.4,0.0,14.8,74,21.6,Bengaluru
Bengaluru,2023-01-19,27.0,13.6,0.0,14.2,34,22.68,Bengaluru
Bengaluru,2023-01-20,26.4,13.4,0.0,16.7,73,21.78,Bengaluru
Bengaluru,2023-01-21,26.5,16.5,0.0,16.6,84,20.72,Bengaluru
Bengaluru,2023-01-22,26.6,14.6,0.0,17.9,65,21.13,Bengaluru
Bengaluru,2023-01-23,27.3,14.8,0.0,16.6,53,17.68,Bengaluru
Bengaluru,2023-01-24,27.8,17.8,0.0,17.6,72,19.22,Bengaluru
Bengaluru,2023-01-25,27.7,16.0,0.0,16.7,43,22.31,Bengaluru
Bengaluru,2023-01-26,27.7,14.9,0.0,16.5,62,22.5,Bengaluru
Bengaluru,2023-01-27,28.2,15.2,0.0,14.4,28,22.7,Bengaluru
Bengaluru,2023-01-28,27.8,13.8,0.0,16.6,11,23.28,Bengaluru
Bengaluru,2023-01-29,27.6,13.4,0.0,22.8,50,22.88,Bengaluru
Bengaluru,2023-01-30,27.1,16.9,2.3,15.0,93,16.61,Bengaluru
Bengaluru,2023-01-31,29.0,17.4,0.0,19.7,100,21.38,Bengaluru
Bengaluru,2023-02-01,28.3,15.6,0.0,20.5,84,22.43,Bengaluru
Bengaluru,2023-02-02,28.9,17.2,0.0,26.0,92,19.79,Bengaluru
Bengaluru,2023-02-03,26.5,16.3,0.0,23.2,86,14.21,Bengaluru
Bengaluru,2023-02-04,29.1,16.9,0.0,20.6,29,22.1,Bengaluru
Bengaluru,2023-02-05,30.0,16.4,0.0,16.4,35,23.49,Bengaluru
Bengaluru,2023-02-06,29.3,15.8,0.0,15.5,81,22.99,Bengaluru
Bengaluru,2023-02-07,29.6,15.9,0.0,10.5,63,23.29,Bengaluru
Bengaluru,2023-02-08,30.8,16.9,0.0,15.9,52,23.68,Bengaluru
Bengaluru,2023-02-09,30.2,16.8,0.0,15.9,76,23.92,Bengaluru
Bengaluru,2023-02-10,30.1,16.2,0.0,18.2,89,24.15,Bengaluru
Bengaluru,2023-02-11,30.2,14.7,0.0,15.6,70,24.48,Bengaluru
Bengaluru,2023-02-12,30.9,16.0,0.0,17.7,61,24.35,Bengaluru
Bengaluru,2023-02-13,30.4,16.3,0.0,21.1,8,24.59,Bengaluru
Bengaluru,2023-02-14,30.4,15.5,0.0,14.0,0,25.11,Bengaluru
Bengaluru,2023-02-15,30.5,14.6,0.0,16.9,0,25.21,Bengaluru
Bengaluru,2023-02-16,30.4,15.6,0.0,19.5,3,25.16,Bengaluru
Bengaluru,2023-02-17,30.3,15.4,0.0,18.1,0,25.23,Bengaluru
Bengaluru,2023-02-18,30.1,14.7,0.0,13.9,0,24.97,Bengaluru
Bengaluru,2023-02-19,29.8,15.3,0.0,13.8,1,24.75,Bengaluru
Bengaluru,2023-02-20,29.9,16.3,0.0,14.5,0,24.85,Bengaluru
Bengaluru,2023-02-21,31.0,16.8,0.0,16.6,0,25.29,Bengaluru
Bengaluru,2023-02-22,31.0,16.6,0.0,15.7,6,25.46,Bengaluru
Bengaluru,2023-02-23,30.9,15.0,0.0,20.3,0,26.18,Bengaluru
Bengaluru,2023-02-24,31.3,14.1,0.0,16.9,0,26.37,Bengaluru
Bengaluru,2023-02-25,31.6,15.3,0.0,21.1,0,26.04,Bengaluru
Bengaluru,2023-02-26,30.4,16.3,0.0,21.3,0,26.09,Bengaluru
Bengaluru,2023-02-27,29.8,13.8,0.0,21.0,4,26.2,Bengaluru
Bengaluru,2023-02-28,30.6,14.1,0.0,22.0,17,22.89,Bengaluru
Bengaluru,2023-03-01,29.9,18.1,0.0,20.4,31,20.45,Bengaluru
Bengaluru,2023-03-02,30.0,15.1,0.0,24.2,17,25.97,Bengaluru
Bengaluru,2023-03-03,30.9,14.9,0.0,26.8,1,26.17,Bengaluru
Bengaluru,2023-03-04,30.9,16.1,0.0,25.9,0,26.01,Bengaluru
Bengaluru,2023-03-05,31.2,17.1,0.0,21.1,0,25.85,Bengaluru
Bengaluru,2023-03-06,31.1,16.7,0.0,23.1,34,26.11,Bengaluru
Bengaluru,2023-03-07,30.9,16.0,0.0,23.4,85,23.25,Bengaluru
Bengaluru,2023-03-08,30.7,16.1,0.0,22.1,29,25.57,Bengaluru
Bengaluru,2023-03-09,30.4,15.9,0.0,20.2,89,24.19,Bengaluru
Bengaluru,2023-03-10,30.3,16.4,0.0,19.8,39,24.79,Bengaluru
Bengaluru,2023-03-11,31.3,15.6,0.0,22.1,1,26.52,Bengaluru
Bengaluru,2023-03-12,31.1,15.2,0.0,19.2,15,25.62,Bengaluru
Bengaluru,2023-03-13,31.7,17.4,0.0,16.6,12,24.83,Bengaluru
Bengaluru,2023-03-14,32.6,17.9,0.0,18.5,26,24.33,Bengaluru
Bengaluru,2023-03-15,32.5,18.2,0.0,17.1,28,22.53,Bengaluru
Bengaluru,2023-03-16,30.6,19.9,1.2,12.6,47,20.8,Bengaluru
Bengaluru,2023-03-17,29.3,19.1,3.9,20.3,50,21.8,Bengaluru
Bengaluru,2023-03-18,29.9,18.8,12.4,16.7,45,22.67,Bengaluru
Bengaluru,2023-03-19,30.3,17.6,6.7,17.3,64,22.54,Bengaluru
Bengaluru,2023-03-20,31.3,16.9,0.0,21.6,89,24.66,Bengaluru
Bengaluru,2023-03-21,31.3,18.0,0.0,11.9,67,26.67,Bengaluru
Bengaluru,2023-03-22,31.6,18.0,0.0,10.8,43,24.37,Bengaluru
Bengaluru,2023-03-23,33.5,19.2,0.0,11.4,66,24.77,Bengaluru
Bengaluru,2023-03-24,32.9,19.8,0.0,14.1,70,23.84,Bengaluru
Bengaluru,2023-03-25,30.7,19.5,1.3,14.4,94,20.9,Bengaluru
Bengaluru,2023-03-26,30.9,20.6,0.4,10.7,93,22.04,Bengaluru
Bengaluru,2023-03-27,35.4,20.1,0.0,18.4,45,24.12,Bengaluru
Bengaluru,2023-03-28,34.6,20.3,0.0,12.9,49,25.86,Bengaluru
Bengaluru,2023-03-29,32.2,21.2,5.7,12.2,78,21.4,Bengaluru
Bengaluru,2023-03-30,32.1,20.8,0.6,18.7,70,18.98,Bengaluru
Bengaluru,2023-03-31,31.3,19.7,0.2,13.7,41,22.26,Bengaluru
Bengaluru,2023-04-01,29.6,21.4,1.5,15.0,32,18.72,Bengaluru
Bengaluru,2023-04-02,33.7,20.0,0.0,12.3,23,24.27,Bengaluru
Bengaluru,2023-04-03,32.8,19.6,0.0,15.6,24,23.4,Bengaluru
Bengaluru,2023-04-04,31.0,20.8,0.6,16.3,59,17.28,Bengaluru
Bengaluru,2023-04-05,32.4,19.0,0.0,14.0,79,23.62,Bengaluru
Bengaluru,2023-04-06,31.1,20.5,0.2,14.4,27,23.03,Bengaluru
Bengaluru,2023-04-07,32.0,20.2,0.0,16.8,10,26.24,Bengaluru
Bengaluru,2023-04-08,32.1,19.4,0.0,19.9,16,26.75,Bengaluru
Bengaluru,2023-04-09,32.3,18.2,0.0,13.6,7,26.88,Bengaluru
Bengaluru,2023-04-10,32.8,19.3,0.0,21.1,12,26.29,Bengaluru
Bengaluru,2023-04-11,33.5,18.7,0.0,14.6,28,27.49,Bengaluru
Bengaluru,2023-04-12,34.6,18.5,0.0,19.2,1,27.63,Bengaluru
Bengaluru,2023-04-13,35.0,18.8,0.0,20.5,3,27.4,Bengaluru
Bengaluru,2023-04-14,35.1,20.0,0.0,21.7,61,27.06,Bengaluru
Bengaluru,2023-04-15,33.9,19.6,0.0,18.8,75,24.41,Bengaluru
Bengaluru,2023-04-16,34.2,19.4,0.0,15.0,14,27.59,Bengaluru
Bengaluru,2023-04-17,34.5,19.4,0.0,17.1,8,27.39,Bengaluru
Bengaluru,2023-04-18,34.8,20.4,0.0,17.0,2,27.35,Bengaluru
Bengaluru,2023-04-19,35.4,20.9,0.0,15.8,2,27.1,Bengaluru
Bengaluru,2023-04-20,34.8,20.5,0.0,10.4,20,25.66,Bengaluru
Bengaluru,2023-04-21,33.8,21.3,0.0,8.8,26,24.49,Bengaluru
Bengaluru,2023-04-22,33.3,21.0,0.0,10.1,42,23.64,Bengaluru
Bengaluru,2023-04-23,33.2,21.3,0.0,13.4,45,22.72,Bengaluru
Bengaluru,2023-04-24,33.7,21.4,0.1,17.6,49,24.15,Bengaluru
Bengaluru,2023-04-25,32.0,22.0,2.1,15.8,86,21.12,Bengaluru
Bengaluru,2023-04-26,33.1,21.0,0.8,14.4,63,23.93,Bengaluru
Bengaluru,2023-04-27,33.6,21.0,0.1,16.4,57,25.47,Bengaluru
Bengaluru,2023-04-28,32.7,21.2,0.3,16.6,59,24.3,Bengaluru
Bengaluru,2023-04-29,31.7,20.8,4.5,18.2,95,21.23,Bengaluru
Bengaluru,2023-04-30,31.8,20.2,17.8,11.4,91,19.04,Bengaluru
Bengaluru,2023-05-01,29.4,19.3,3.8,13.7,98,20.87,Bengaluru
Bengaluru,2023-05-02,29.5,20.5,2.5,10.2,85,19.49,Bengaluru
Bengaluru,2023-05-03,26.9,19.7,5.2,14.6,98,10.46,Bengaluru
Bengaluru,2023-05-04,28.5,19.7,1.0,18.4,81,20.8,Bengaluru
Bengaluru,2023-05-05,27.6,19.9,0.7,11.4,100,11.49,Bengaluru
Bengaluru,2023-05-06,29.7,20.3,8.7,11.5,97,19.56,Bengaluru
Bengaluru,2023-05-07,26.0,20.0,4.1,14.8,100,9.81,Bengaluru
Bengaluru,2023-05-08,29.2,20.9,19.8,9.6,91,18.71,Bengaluru
Bengaluru,2023-05-09,30.9,19.0,9.6,13.1,63,24.92,Bengaluru
Bengaluru,2023-05-10,31.9,19.3,0.0,11.8,96,25.44,Bengaluru
Bengaluru,2023-05-11,32.5,20.3,6.7,12.0,98,23.2,Bengaluru
Bengaluru,2023-05-12,31.7,20.8,0.2,15.1,87,23.79,Bengaluru
Bengaluru,2023-05-13,30.8,21.4,2.1,18.1,99,22.29,Bengaluru
Bengaluru,2023-05-14,32.3,20.4,0.0,19.2,59,24.58,Bengaluru
Bengaluru,2023-05-15,32.9,21.1,0.0,16.7,62,25.29,Bengaluru
Bengaluru,2023-05-16,32.9,19.7,0.0,11.9,27,25.14,Bengaluru
Bengaluru,2023-05-17,32.5,21.8,0.0,11.0,25,23.89,Bengaluru
Bengaluru,2023-05-18,34.1,21.4,0.1,12.3,23,23.98,Bengaluru
Bengaluru,2023-05-19,34.1,21.6,0.0,19.3,30,24.66,Bengaluru
Bengaluru,2023-05-20,33.2,21.1,0.1,14.0,27,21.83,Bengaluru
Bengaluru,2023-05-21,31.5,21.7,7.3,13.1,54,20.44,Bengaluru
Bengaluru,2023-05-22,31.5,20.3,1.6,11.4,39,22.31,Bengaluru
Bengaluru,2023-05-23,32.3,19.7,1.0,11.3,63,22.35,Bengaluru
Bengaluru,2023-05-24,31.7,21.0,6.6,14.5,68,21.73,Bengaluru
Bengaluru,2023-05-25,31.2,20.8,1.4,18.2,64,23.59,Bengaluru
Bengaluru,2023-05-26,31.2,20.7,0.0,15.9,69,24.02,Bengaluru
Bengaluru,2023-05-27,31.3,20.4,0.5,12.9,46,23.62,Bengaluru
Bengaluru,2023-05-28,32.2,21.0,0.0,11.5,66,23.05,Bengaluru
Bengaluru,2023-05-29,32.5,21.3,1.8,13.6,72,22.06,Bengaluru
Bengaluru,2023-05-30,29.9,21.4,36.6,16.5,94,18.79,Bengaluru
Bengaluru,2023-05-31,30.5,21.1,20.3,9.9,90,21.94,Bengaluru
Bengaluru,2023-06-01,30.9,20.6,3.1,10.9,70,23.39,Bengaluru
Bengaluru,2023-06-02,30.2,20.7,0.0,18.3,87,21.45,Bengaluru
Bengaluru,2023-06-03,31.5,20.8,0.4,16.9,85,24.31,Bengaluru
Bengaluru,2023-06-04,29.9,21.1,0.0,18.4,69,23.28,Bengaluru
Bengaluru,2023-06-05,30.7,20.9,0.1,16.7,73,22.55,Bengaluru
Bengaluru,2023-06-06,31.2,21.2,0.3,19.1,84,24.31,Bengaluru
Bengaluru,2023-06-07,31.5,21.1,0.0,16.5,93,24.3,Bengaluru
Bengaluru,2023-06-08,31.5,20.5,0.0,17.3,88,23.77,Bengaluru
Bengaluru,2023-06-09,31.3,20.2,5.5,20.3,84,22.22,Bengaluru
Bengaluru,2023-06-10,30.7,20.0,0.7,25.9,95,23.25,Bengaluru
Bengaluru,2023-06-11,30.7,20.5,0.2,23.1,87,21.27,Bengaluru
Bengaluru,2023-06-12,30.4,20.2,13.0,19.0,67,19.83,Bengaluru
Bengaluru,2023-06-13,30.7,20.0,1.8,19.1,74,23.86,Bengaluru
Bengaluru,2023-06-14,30.6,19.9,1.1,21.0,78,23.66,Bengaluru
Bengaluru,2023-06-15,31.5,19.8,0.0,17.7,71,24.79,Bengaluru
Bengaluru,2023-06-16,31.9,20.7,0.0,19.5,57,25.34,Bengaluru
Bengaluru,2023-06-17,31.3,19.8,0.2,17.8,92,22.02,Bengaluru
Bengaluru,2023-06-18,30.7,21.1,1.0,22.2,99,16.42,Bengaluru
Bengaluru,2023-06-19,28.3,20.4,2.4,18.1,100,10.76,Bengaluru
Bengaluru,2023-06-20,26.2,21.3,18.5,14.8,100,7.51,Bengaluru
Bengaluru,2023-06-21,29.3,20.2,13.6,12.5,100,16.75,Bengaluru
Bengaluru,2023-06-22,29.0,20.7,3.7,17.9,100,15.58,Bengaluru
Bengaluru,2023-06-23,28.8,20.2,0.5,18.6,100,19.13,Bengaluru
Bengaluru,2023-06-24,28.0,20.2,3.6,23.4,98,15.35,Bengaluru
Bengaluru,2023-06-25,29.0,19.2,0.9,19.8,97,18.09,Bengaluru
Bengaluru,2023-06-26,28.6,20.1,0.2,22.0,100,17.5,Bengaluru
Bengaluru,2023-06-27,28.7,19.3,2.3,23.7,100,18.87,Bengaluru
Bengaluru,2023-06-28,28.8,19.7,2.4,23.7,87,18.54,Bengaluru
Bengaluru,2023-06-29,28.6,19.4,9.1,27.0,75,19.01,Bengaluru
Bengaluru,2023-06-30,29.7,20.0,1.7,24.6,78,21.27,Bengaluru
Bengaluru,2023-07-01,29.2,19.7,0.7,19.4,84,19.18,Bengaluru
Bengaluru,2023-07-02,28.8,20.4,4.7,22.0,99,16.59,Bengaluru
Bengaluru,2023-07-03,28.8,20.2,8.3,23.6,98,17.1,Bengaluru
Bengaluru,2023-07-04,26.3,19.9,14.9,26.8,100,13.75,Bengaluru
Bengaluru,2023-07-05,26.4,20.0,12.3,31.5,100,14.03,Bengaluru
Bengaluru,2023-07-06,25.1,19.5,15.3,26.9,100,9.43,Bengaluru
Bengaluru,2023-07-07,26.6,19.3,4.9,28.0,100,16.73,Bengaluru
Bengaluru,2023-07-08,26.8,19.8,1.8,24.7,100,14.88,Bengaluru
Bengaluru,2023-07-09,27.8,20.0,4.6,20.5,100,14.75,Bengaluru
Bengaluru,2023-07-10,26.3,19.5,4.3,18.7,100,10.63,Bengaluru
Bengaluru,2023-07-11,25.9,19.9,0.7,18.4,100,14.36,Bengaluru
Bengaluru,2023-07-12,27.9,19.3,1.7,17.6,100,18.66,Bengaluru
Bengaluru,2023-07-13,25.3,19.5,6.2,21.1,100,15.41,Bengaluru
Bengaluru,2023-07-14,27.4,19.7,2.4,22.7,80,16.09,Bengaluru
Bengaluru,2023-07-15,28.0,19.2,0.6,23.6,91,19.46,Bengaluru
Bengaluru,2023-07-16,27.6,19.5,1.3,18.6,100,17.39,Bengaluru
Bengaluru,2023-07-17,27.4,19.4,2.5,23.2,100,16.42,Bengaluru
Bengaluru,2023-07-18,27.8,20.3,0.8,31.0,98,22.76,Bengaluru
Bengaluru,2023-07-19,26.5,20.3,1.1,32.4,100,14.34,Bengaluru
Bengaluru,2023-07-20,27.1,20.3,1.6,39.3,100,18.09,Bengaluru
Bengaluru,2023-07-21,27.5,20.0,2.3,34.6,99,14.46,Bengaluru
Bengaluru,2023-07-22,25.5,20.5,8.4,31.4,100,12.46,Bengaluru
Bengaluru,2023-07-23,25.9,20.2,9.7,31.4,100,14.17,Bengaluru
Bengaluru,2023-07-24,25.6,19.7,12.7,30.0,100,12.46,Bengaluru
Bengaluru,2023-07-25,23.3,19.7,13.5,25.8,100,7.69,Bengaluru
Bengaluru,2023-07-26,23.1,19.2,19.3,25.6,100,8.05,Bengaluru
Bengaluru,2023-07-27,27.0,19.5,2.3,28.2,95,17.87,Bengaluru
Bengaluru,2023-07-28,28.1,18.9,1.5,29.3,68,18.4,Bengaluru
Bengaluru,2023-07-29,27.7,19.4,1.0,28.2,60,21.4,Bengaluru
Bengaluru,2023-07-30,27.9,18.5,0.7,26.8,80,21.13,Bengaluru
Bengaluru,2023-07-31,28.6,19.3,1.3,23.5,98,21.42,Bengaluru
Bengaluru,2023-08-01,28.1,19.6,0.4,27.2,100,21.29,Bengaluru
Bengaluru,2023-08-02,27.9,19.4,0.0,29.5,100,19.26,Bengaluru
Bengaluru,2023-08-03,27.9,19.5,1.0,28.8,76,20.8,Bengaluru
Bengaluru,2023-08-04,28.5,19.0,1.1,26.7,68,21.91,Bengaluru
Bengaluru,2023-08-05,28.6,19.3,1.2,23.5,74,21.02,Bengaluru
Bengaluru,2023-08-06,28.7,19.3,0.3,17.1,84,21.83,Bengaluru
Bengaluru,2023-08-07,28.9,19.4,0.9,18.5,98,19.58,Bengaluru
Bengaluru,2023-08-08,28.8,19.1,0.6,17.5,100,20.42,Bengaluru
Bengaluru,2023-08-09,29.0,19.1,1.1,15.0,98,21.15,Bengaluru
Bengaluru,2023-08-10,28.6,19.8,0.5,13.7,99,21.09,Bengaluru
Bengaluru,2023-08-11,28.3,20.2,0.6,15.0,96,20.16,Bengaluru
Bengaluru,2023-08-12,29.6,20.0,0.3,18.2,91,24.07,Bengaluru
Bengaluru,2023-08-13,29.2,19.5,0.1,15.8,100,24.26,Bengaluru
Bengaluru,2023-08-14,29.1,20.5,0.4,15.0,100,23.35,Bengaluru
Bengaluru,2023-08-15,29.3,18.9,0.5,14.5,80,24.66,Bengaluru
Bengaluru,2023-08-16,30.7,19.0,0.0,15.5,26,25.84,Bengaluru
Bengaluru,2023-08-17,30.6,20.0,0.6,20.6,81,24.92,Bengaluru
Bengaluru,2023-08-18,30.0,19.7,1.1,23.0,100,21.09,Bengaluru
Bengaluru,2023-08-19,28.8,19.8,7.3,25.2,99,19.57,Bengaluru
Bengaluru,2023-08-20,29.9,19.3,0.8,19.3,67,23.76,Bengaluru
Bengaluru,2023-08-21,30.4,19.3,0.0,15.8,29,25.28,Bengaluru
Bengaluru,2023-08-22,30.6,20.2,0.8,12.1,58,24.01,Bengaluru
Bengaluru,2023-08-23,30.5,20.4,0.0,11.7,72,24.54,Bengaluru
Bengaluru,2023-08-24,30.4,19.9,0.0,13.4,82,24.57,Bengaluru
